Property Name,City,County,State,Google Maps Link,Apartments.com Link,Zillow Link,County Assessor Link,Address (to be filled),Confidence,Source,Notes
Grand Prairie Industrial,Grand Prairie,Tarrant,TX,https://www.google.com/maps/search/Grand+Prairie+Industrial+Grand+Prairie+TX,https://www.apartments.com/search/?q=Grand+Prairie+Industrial+Grand+Prairie+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Grand+Prairie+Industrial+Grand+Prairie+TX%22%7D,https://google.com/search?q=Tarrant+county+assessor+TX,,1.0,manual_verification,
Desoto Riverside,Desoto,Tarrant,TX,https://www.google.com/maps/search/Desoto+Riverside+Desoto+TX,https://www.apartments.com/search/?q=Desoto+Riverside+Desoto+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Desoto+Riverside+Desoto+TX%22%7D,https://google.com/search?q=Tarrant+county+assessor+TX,,1.0,manual_verification,
Cleburne Historic Apartments,Cleburne,Johnson,TX,https://www.google.com/maps/search/Cleburne+Historic+Apartments+Cleburne+TX,https://www.apartments.com/search/?q=Cleburne+Historic+Apartments+Cleburne+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Cleburne+Historic+Apartments+Cleburne+TX%22%7D,https://google.com/search?q=Johnson+county+assessor+TX,,1.0,manual_verification,
Waxahachie Cotton Fields,Waxahachie,Ellis,TX,https://www.google.com/maps/search/Waxahachie+Cotton+Fields+Waxahachie+TX,https://www.apartments.com/search/?q=Waxahachie+Cotton+Fields+Waxahachie+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Waxahachie+Cotton+Fields+Waxahachie+TX%22%7D,https://google.com/search?q=Ellis+county+assessor+TX,,1.0,manual_verification,
Laredo International,Laredo,Webb,TX,https://www.google.com/maps/search/Laredo+International+Laredo+TX,https://www.apartments.com/search/?q=Laredo+International+Laredo+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Laredo+International+Laredo+TX%22%7D,https://google.com/search?q=Webb+county+assessor+TX,,1.0,manual_verification,
McAllen Gateway,McAllen,Hidalgo,TX,https://www.google.com/maps/search/McAllen+Gateway+McAllen+TX,https://www.apartments.com/search/?q=McAllen+Gateway+McAllen+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22McAllen+Gateway+McAllen+TX%22%7D,https://google.com/search?q=Hidalgo+county+assessor+TX,,1.0,manual_verification,
Harlingen Bay View,Harlingen,Cameron,TX,https://www.google.com/maps/search/Harlingen+Bay+View+Harlingen+TX,https://www.apartments.com/search/?q=Harlingen+Bay+View+Harlingen+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Harlingen+Bay+View+Harlingen+TX%22%7D,https://google.com/search?q=Cameron+county+assessor+TX,,1.0,manual_verification,
Mission Rio Valley,Mission,Hidalgo,TX,https://www.google.com/maps/search/Mission+Rio+Valley+Mission+TX,https://www.apartments.com/search/?q=Mission+Rio+Valley+Mission+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Mission+Rio+Valley+Mission+TX%22%7D,https://google.com/search?q=Hidalgo+county+assessor+TX,,1.0,manual_verification,
Edinburg Central Park,Edinburg,Hidalgo,TX,https://www.google.com/maps/search/Edinburg+Central+Park+Edinburg+TX,https://www.apartments.com/search/?q=Edinburg+Central+Park+Edinburg+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Edinburg+Central+Park+Edinburg+TX%22%7D,https://google.com/search?q=Hidalgo+county+assessor+TX,,1.0,manual_verification,
Pharr Commerce District,Pharr,Nueces,TX,https://www.google.com/maps/search/Pharr+Commerce+District+Pharr+TX,https://www.apartments.com/search/?q=Pharr+Commerce+District+Pharr+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Pharr+Commerce+District+Pharr+TX%22%7D,https://google.com/search?q=Nueces+county+assessor+TX,,1.0,manual_verification,
Angleton Industrial,Angleton,Brazoria,TX,https://www.google.com/maps/search/Angleton+Industrial+Angleton+TX,https://www.apartments.com/search/?q=Angleton+Industrial+Angleton+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Angleton+Industrial+Angleton+TX%22%7D,https://google.com/search?q=Brazoria+county+assessor+TX,,1.0,manual_verification,
Lake Jackson Bay Side,Lake Jackson,Brazoria,TX,https://www.google.com/maps/search/Lake+Jackson+Bay+Side+Lake+Jackson+TX,https://www.apartments.com/search/?q=Lake+Jackson+Bay+Side+Lake+Jackson+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Lake+Jackson+Bay+Side+Lake+Jackson+TX%22%7D,https://google.com/search?q=Brazoria+county+assessor+TX,,1.0,manual_verification,
Bryan Texas Park,Bryan,Brazos,TX,https://www.google.com/maps/search/Bryan+Texas+Park+Bryan+TX,https://www.apartments.com/search/?q=Bryan+Texas+Park+Bryan+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Bryan+Texas+Park+Bryan+TX%22%7D,https://google.com/search?q=Brazos+county+assessor+TX,,1.0,manual_verification,
College Station University,College Station,Brazos,TX,https://www.google.com/maps/search/College+Station+University+College+Station+TX,https://www.apartments.com/search/?q=College+Station+University+College+Station+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22College+Station+University+College+Station+TX%22%7D,https://google.com/search?q=Brazos+county+assessor+TX,,1.0,manual_verification,
Conroe Westfield,Conroe,Montgomery,TX,https://www.google.com/maps/search/Conroe+Westfield+Conroe+TX,https://www.apartments.com/search/?q=Conroe+Westfield+Conroe+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Conroe+Westfield+Conroe+TX%22%7D,https://google.com/search?q=Montgomery+county+assessor+TX,,1.0,manual_verification,
Woodlands North Gate,Spring,Harris,TX,https://www.google.com/maps/search/Woodlands+North+Gate+Spring+TX,https://www.apartments.com/search/?q=Woodlands+North+Gate+Spring+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Woodlands+North+Gate+Spring+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Galveston Beach Towers,Galveston,Galveston,TX,https://www.google.com/maps/search/Galveston+Beach+Towers+Galveston+TX,https://www.apartments.com/search/?q=Galveston+Beach+Towers+Galveston+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Galveston+Beach+Towers+Galveston+TX%22%7D,https://google.com/search?q=Galveston+county+assessor+TX,,1.0,manual_verification,
Texas City Refinery Side,Texas City,Galveston,TX,https://www.google.com/maps/search/Texas+City+Refinery+Side+Texas+City+TX,https://www.apartments.com/search/?q=Texas+City+Refinery+Side+Texas+City+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Texas+City+Refinery+Side+Texas+City+TX%22%7D,https://google.com/search?q=Galveston+county+assessor+TX,,1.0,manual_verification,
League City Bay View,League City,Galveston,TX,https://www.google.com/maps/search/League+City+Bay+View+League+City+TX,https://www.apartments.com/search/?q=League+City+Bay+View+League+City+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22League+City+Bay+View+League+City+TX%22%7D,https://google.com/search?q=Galveston+county+assessor+TX,,1.0,manual_verification,
Kemah Marina Residences,Kemah,Galveston,TX,https://www.google.com/maps/search/Kemah+Marina+Residences+Kemah+TX,https://www.apartments.com/search/?q=Kemah+Marina+Residences+Kemah+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Kemah+Marina+Residences+Kemah+TX%22%7D,https://google.com/search?q=Galveston+county+assessor+TX,,1.0,manual_verification,
Pearland Park Commons,Pearland,Brazoria,TX,https://www.google.com/maps/search/Pearland+Park+Commons+Pearland+TX,https://www.apartments.com/search/?q=Pearland+Park+Commons+Pearland+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Pearland+Park+Commons+Pearland+TX%22%7D,https://google.com/search?q=Brazoria+county+assessor+TX,,1.0,manual_verification,
Katy Central Living,Katy,Harris,TX,https://www.google.com/maps/search/Katy+Central+Living+Katy+TX,https://www.apartments.com/search/?q=Katy+Central+Living+Katy+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Katy+Central+Living+Katy+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Baytown Refinery District,Baytown,Harris,TX,https://www.google.com/maps/search/Baytown+Refinery+District+Baytown+TX,https://www.apartments.com/search/?q=Baytown+Refinery+District+Baytown+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Baytown+Refinery+District+Baytown+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Pasadena Industrial Park,Pasadena,Harris,TX,https://www.google.com/maps/search/Pasadena+Industrial+Park+Pasadena+TX,https://www.apartments.com/search/?q=Pasadena+Industrial+Park+Pasadena+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Pasadena+Industrial+Park+Pasadena+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
La Porte Harbor View,La Porte,Harris,TX,https://www.google.com/maps/search/La+Porte+Harbor+View+La+Porte+TX,https://www.apartments.com/search/?q=La+Porte+Harbor+View+La+Porte+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22La+Porte+Harbor+View+La+Porte+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Seabrook Bay Side,Seabrook,Harris,TX,https://www.google.com/maps/search/Seabrook+Bay+Side+Seabrook+TX,https://www.apartments.com/search/?q=Seabrook+Bay+Side+Seabrook+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Seabrook+Bay+Side+Seabrook+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Nassau Bay Residential,Nassau Bay,Harris,TX,https://www.google.com/maps/search/Nassau+Bay+Residential+Nassau+Bay+TX,https://www.apartments.com/search/?q=Nassau+Bay+Residential+Nassau+Bay+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Nassau+Bay+Residential+Nassau+Bay+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Clear Lake Park,Clear Lake,Harris,TX,https://www.google.com/maps/search/Clear+Lake+Park+Clear+Lake+TX,https://www.apartments.com/search/?q=Clear+Lake+Park+Clear+Lake+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Clear+Lake+Park+Clear+Lake+TX%22%7D,https://google.com/search?q=Harris+county+assessor+TX,,1.0,manual_verification,
Stafford Development,Stafford,Fort Bend,TX,https://www.google.com/maps/search/Stafford+Development+Stafford+TX,https://www.apartments.com/search/?q=Stafford+Development+Stafford+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Stafford+Development+Stafford+TX%22%7D,https://google.com/search?q=Fort Bend+county+assessor+TX,,1.0,manual_verification,
Sugar Land Technology,Sugar Land,Fort Bend,TX,https://www.google.com/maps/search/Sugar+Land+Technology+Sugar+Land+TX,https://www.apartments.com/search/?q=Sugar+Land+Technology+Sugar+Land+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Sugar+Land+Technology+Sugar+Land+TX%22%7D,https://google.com/search?q=Fort Bend+county+assessor+TX,,1.0,manual_verification,
Missouri City Central,Missouri City,Fort Bend,TX,https://www.google.com/maps/search/Missouri+City+Central+Missouri+City+TX,https://www.apartments.com/search/?q=Missouri+City+Central+Missouri+City+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Missouri+City+Central+Missouri+City+TX%22%7D,https://google.com/search?q=Fort Bend+county+assessor+TX,,1.0,manual_verification,
Magnolia Springs,Magnolia,Montgomery,TX,https://www.google.com/maps/search/Magnolia+Springs+Magnolia+TX,https://www.apartments.com/search/?q=Magnolia+Springs+Magnolia+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Magnolia+Springs+Magnolia+TX%22%7D,https://google.com/search?q=Montgomery+county+assessor+TX,,1.0,manual_verification,
The Woodlands South Gate,The Woodlands,Montgomery,TX,https://www.google.com/maps/search/The+Woodlands+South+Gate+The+Woodlands+TX,https://www.apartments.com/search/?q=The+Woodlands+South+Gate+The+Woodlands+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22The+Woodlands+South+Gate+The+Woodlands+TX%22%7D,https://google.com/search?q=Montgomery+county+assessor+TX,,1.0,manual_verification,
Conroe East Park,Conroe,Montgomery,TX,https://www.google.com/maps/search/Conroe+East+Park+Conroe+TX,https://www.apartments.com/search/?q=Conroe+East+Park+Conroe+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Conroe+East+Park+Conroe+TX%22%7D,https://google.com/search?q=Montgomery+county+assessor+TX,,1.0,manual_verification,
Huntsville State College,Huntsville,Walker,TX,https://www.google.com/maps/search/Huntsville+State+College+Huntsville+TX,https://www.apartments.com/search/?q=Huntsville+State+College+Huntsville+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Huntsville+State+College+Huntsville+TX%22%7D,https://google.com/search?q=Walker+county+assessor+TX,,1.0,manual_verification,
Beaumont Downtown,Beaumont,Jefferson,TX,https://www.google.com/maps/search/Beaumont+Downtown+Beaumont+TX,https://www.apartments.com/search/?q=Beaumont+Downtown+Beaumont+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Beaumont+Downtown+Beaumont+TX%22%7D,https://google.com/search?q=Jefferson+county+assessor+TX,,1.0,manual_verification,
Port Arthur Harbor,Port Arthur,Jefferson,TX,https://www.google.com/maps/search/Port+Arthur+Harbor+Port+Arthur+TX,https://www.apartments.com/search/?q=Port+Arthur+Harbor+Port+Arthur+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Port+Arthur+Harbor+Port+Arthur+TX%22%7D,https://google.com/search?q=Jefferson+county+assessor+TX,,1.0,manual_verification,
Orange Industrial,Orange,Orange,TX,https://www.google.com/maps/search/Orange+Industrial+Orange+TX,https://www.apartments.com/search/?q=Orange+Industrial+Orange+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Orange+Industrial+Orange+TX%22%7D,https://google.com/search?q=Orange+county+assessor+TX,,1.0,manual_verification,
Lumberton Pines,Lumberton,Hardin,TX,https://www.google.com/maps/search/Lumberton+Pines+Lumberton+TX,https://www.apartments.com/search/?q=Lumberton+Pines+Lumberton+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Lumberton+Pines+Lumberton+TX%22%7D,https://google.com/search?q=Hardin+county+assessor+TX,,1.0,manual_verification,
Silsbee Timber Town,Silsbee,Hardin,TX,https://www.google.com/maps/search/Silsbee+Timber+Town+Silsbee+TX,https://www.apartments.com/search/?q=Silsbee+Timber+Town+Silsbee+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Silsbee+Timber+Town+Silsbee+TX%22%7D,https://google.com/search?q=Hardin+county+assessor+TX,,1.0,manual_verification,
Kirbyville Pine Forest,Kirbyville,Jasper,TX,https://www.google.com/maps/search/Kirbyville+Pine+Forest+Kirbyville+TX,https://www.apartments.com/search/?q=Kirbyville+Pine+Forest+Kirbyville+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Kirbyville+Pine+Forest+Kirbyville+TX%22%7D,https://google.com/search?q=Jasper+county+assessor+TX,,1.0,manual_verification,
Jacksonville Trails,Jacksonville,Cheroklee,TX,https://www.google.com/maps/search/Jacksonville+Trails+Jacksonville+TX,https://www.apartments.com/search/?q=Jacksonville+Trails+Jacksonville+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Jacksonville+Trails+Jacksonville+TX%22%7D,https://google.com/search?q=Cheroklee+county+assessor+TX,,1.0,manual_verification,
Longview Commerce,Longview,Gregg,TX,https://www.google.com/maps/search/Longview+Commerce+Longview+TX,https://www.apartments.com/search/?q=Longview+Commerce+Longview+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Longview+Commerce+Longview+TX%22%7D,https://google.com/search?q=Gregg+county+assessor+TX,,1.0,manual_verification,
Marshall Historic District,Marshall,Harrison,TX,https://www.google.com/maps/search/Marshall+Historic+District+Marshall+TX,https://www.apartments.com/search/?q=Marshall+Historic+District+Marshall+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Marshall+Historic+District+Marshall+TX%22%7D,https://google.com/search?q=Harrison+county+assessor+TX,,1.0,manual_verification,
Texarkana Twin States,Texarkana,Bowie,TX,https://www.google.com/maps/search/Texarkana+Twin+States+Texarkana+TX,https://www.apartments.com/search/?q=Texarkana+Twin+States+Texarkana+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Texarkana+Twin+States+Texarkana+TX%22%7D,https://google.com/search?q=Bowie+county+assessor+TX,,1.0,manual_verification,
Athens Liberty,Athens,Henderson,TX,https://www.google.com/maps/search/Athens+Liberty+Athens+TX,https://www.apartments.com/search/?q=Athens+Liberty+Athens+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Athens+Liberty+Athens+TX%22%7D,https://google.com/search?q=Henderson+county+assessor+TX,,1.0,manual_verification,
Canton Downtown,Canton,Van Zandt,TX,https://www.google.com/maps/search/Canton+Downtown+Canton+TX,https://www.apartments.com/search/?q=Canton+Downtown+Canton+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Canton+Downtown+Canton+TX%22%7D,https://google.com/search?q=Van Zandt+county+assessor+TX,,1.0,manual_verification,
Corsicana Commercial,Corsicana,Navarro,TX,https://www.google.com/maps/search/Corsicana+Commercial+Corsicana+TX,https://www.apartments.com/search/?q=Corsicana+Commercial+Corsicana+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Corsicana+Commercial+Corsicana+TX%22%7D,https://google.com/search?q=Navarro+county+assessor+TX,,1.0,manual_verification,
Waco Central Station,Waco,McLennan,TX,https://www.google.com/maps/search/Waco+Central+Station+Waco+TX,https://www.apartments.com/search/?q=Waco+Central+Station+Waco+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Waco+Central+Station+Waco+TX%22%7D,https://google.com/search?q=McLennan+county+assessor+TX,,1.0,manual_verification,
Temple Heights,Temple,Bell,TX,https://www.google.com/maps/search/Temple+Heights+Temple+TX,https://www.apartments.com/search/?q=Temple+Heights+Temple+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Temple+Heights+Temple+TX%22%7D,https://google.com/search?q=Bell+county+assessor+TX,,1.0,manual_verification,
Killeen Fort Hood,Killeen,Bell,TX,https://www.google.com/maps/search/Killeen+Fort+Hood+Killeen+TX,https://www.apartments.com/search/?q=Killeen+Fort+Hood+Killeen+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Killeen+Fort+Hood+Killeen+TX%22%7D,https://google.com/search?q=Bell+county+assessor+TX,,1.0,manual_verification,
Copperas Cove Military,Copperas Cove,Coryell,TX,https://www.google.com/maps/search/Copperas+Cove+Military+Copperas+Cove+TX,https://www.apartments.com/search/?q=Copperas+Cove+Military+Copperas+Cove+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Copperas+Cove+Military+Copperas+Cove+TX%22%7D,https://google.com/search?q=Coryell+county+assessor+TX,,1.0,manual_verification,
Round Rock Tech Corridor,Round Rock,Williamson,TX,https://www.google.com/maps/search/Round+Rock+Tech+Corridor+Round+Rock+TX,https://www.apartments.com/search/?q=Round+Rock+Tech+Corridor+Round+Rock+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Round+Rock+Tech+Corridor+Round+Rock+TX%22%7D,https://google.com/search?q=Williamson+county+assessor+TX,,1.0,manual_verification,
Cedar Park Westlake,Cedar Park,Williamson,TX,https://www.google.com/maps/search/Cedar+Park+Westlake+Cedar+Park+TX,https://www.apartments.com/search/?q=Cedar+Park+Westlake+Cedar+Park+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Cedar+Park+Westlake+Cedar+Park+TX%22%7D,https://google.com/search?q=Williamson+county+assessor+TX,,1.0,manual_verification,
Pflugerville Corporate,Pflugerville,Travis,TX,https://www.google.com/maps/search/Pflugerville+Corporate+Pflugerville+TX,https://www.apartments.com/search/?q=Pflugerville+Corporate+Pflugerville+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Pflugerville+Corporate+Pflugerville+TX%22%7D,https://google.com/search?q=Travis+county+assessor+TX,,1.0,manual_verification,
Georgetown Historic,Georgetown,Williamson,TX,https://www.google.com/maps/search/Georgetown+Historic+Georgetown+TX,https://www.apartments.com/search/?q=Georgetown+Historic+Georgetown+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Georgetown+Historic+Georgetown+TX%22%7D,https://google.com/search?q=Williamson+county+assessor+TX,,1.0,manual_verification,
San Marcos Central,San Marcos,Hays,TX,https://www.google.com/maps/search/San+Marcos+Central+San+Marcos+TX,https://www.apartments.com/search/?q=San+Marcos+Central+San+Marcos+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22San+Marcos+Central+San+Marcos+TX%22%7D,https://google.com/search?q=Hays+county+assessor+TX,,1.0,manual_verification,
Kyle Community,Kyle,Hays,TX,https://www.google.com/maps/search/Kyle+Community+Kyle+TX,https://www.apartments.com/search/?q=Kyle+Community+Kyle+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Kyle+Community+Kyle+TX%22%7D,https://google.com/search?q=Hays+county+assessor+TX,,1.0,manual_verification,
Buda Parkside,Buda,Hays,TX,https://www.google.com/maps/search/Buda+Parkside+Buda+TX,https://www.apartments.com/search/?q=Buda+Parkside+Buda+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Buda+Parkside+Buda+TX%22%7D,https://google.com/search?q=Hays+county+assessor+TX,,1.0,manual_verification,
Wimberley Hill Country,Wimberley,Hays,TX,https://www.google.com/maps/search/Wimberley+Hill+Country+Wimberley+TX,https://www.apartments.com/search/?q=Wimberley+Hill+Country+Wimberley+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Wimberley+Hill+Country+Wimberley+TX%22%7D,https://google.com/search?q=Hays+county+assessor+TX,,1.0,manual_verification,
New Braunfels Guadalupe,New Braunfels,Comal,TX,https://www.google.com/maps/search/New+Braunfels+Guadalupe+New+Braunfels+TX,https://www.apartments.com/search/?q=New+Braunfels+Guadalupe+New+Braunfels+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22New+Braunfels+Guadalupe+New+Braunfels+TX%22%7D,https://google.com/search?q=Comal+county+assessor+TX,,1.0,manual_verification,
Seguin Riverside,Seguin,Guadalupe,TX,https://www.google.com/maps/search/Seguin+Riverside+Seguin+TX,https://www.apartments.com/search/?q=Seguin+Riverside+Seguin+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Seguin+Riverside+Seguin+TX%22%7D,https://google.com/search?q=Guadalupe+county+assessor+TX,,1.0,manual_verification,
Boerne Hill Country,Boerne,Kendall,TX,https://www.google.com/maps/search/Boerne+Hill+Country+Boerne+TX,https://www.apartments.com/search/?q=Boerne+Hill+Country+Boerne+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Boerne+Hill+Country+Boerne+TX%22%7D,https://google.com/search?q=Kendall+county+assessor+TX,,1.0,manual_verification,
Kerrville Heritage,Kerrville,Kerr,TX,https://www.google.com/maps/search/Kerrville+Heritage+Kerrville+TX,https://www.apartments.com/search/?q=Kerrville+Heritage+Kerrville+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Kerrville+Heritage+Kerrville+TX%22%7D,https://google.com/search?q=Kerr+county+assessor+TX,,1.0,manual_verification,
Fredericksburg Mountain,Fredericksburg,Gillespie,TX,https://www.google.com/maps/search/Fredericksburg+Mountain+Fredericksburg+TX,https://www.apartments.com/search/?q=Fredericksburg+Mountain+Fredericksburg+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Fredericksburg+Mountain+Fredericksburg+TX%22%7D,https://google.com/search?q=Gillespie+county+assessor+TX,,1.0,manual_verification,
Burnet Highland,Burnet,Burnet,TX,https://www.google.com/maps/search/Burnet+Highland+Burnet+TX,https://www.apartments.com/search/?q=Burnet+Highland+Burnet+TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Burnet+Highland+Burnet+TX%22%7D,https://google.com/search?q=Burnet+county+assessor+TX,,1.0,manual_verification,
Fountains Matthews,,,TX,https://www.google.com/maps/search/Fountains+Matthews++TX,https://www.apartments.com/search/?q=Fountains+Matthews++TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Fountains+Matthews++TX%22%7D,https://google.com/search?q=unknown+county+assessor+TX,,1.0,manual_verification,
Butternut Ridge Apartments,,,TX,https://www.google.com/maps/search/Butternut+Ridge+Apartments++TX,https://www.apartments.com/search/?q=Butternut+Ridge+Apartments++TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Butternut+Ridge+Apartments++TX%22%7D,https://google.com/search?q=unknown+county+assessor+TX,,1.0,manual_verification,
Arzano,,,TX,https://www.google.com/maps/search/Arzano++TX,https://www.apartments.com/search/?q=Arzano++TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Arzano++TX%22%7D,https://google.com/search?q=unknown+county+assessor+TX,,1.0,manual_verification,
Danker Village Apartments,,,TX,https://www.google.com/maps/search/Danker+Village+Apartments++TX,https://www.apartments.com/search/?q=Danker+Village+Apartments++TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Danker+Village+Apartments++TX%22%7D,https://google.com/search?q=unknown+county+assessor+TX,,1.0,manual_verification,
Country Glenn Apartments,,,TX,https://www.google.com/maps/search/Country+Glenn+Apartments++TX,https://www.apartments.com/search/?q=Country+Glenn+Apartments++TX,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22usersSearchTerm%22:%22Country+Glenn+Apartments++TX%22%7D,https://google.com/search?q=unknown+county+assessor+TX,,1.0,manual_verification,
